blue_wins,first_blood,dragons,heralds,experience,kills,assists,towers_destroyed,wards_placed,wards_destroyed,cs_per_min,gold_per_min,avg_level,elite_monsters,total_jungle_minions_killed
0,1,0,0,-1434,-1,-1,0,1,2,-1.2000000000000028,-102.70000000000005,-0.5999999999999996,0,-16
0,1,-1,0,-1818,-8,-7,0,6,2,-0.8000000000000007,-351.6999999999998,-0.5999999999999996,-1,4
0,0,0,0,-843,1,3,0,8,-2,-2.6999999999999993,-107.09999999999991,-0.20000000000000018,0,-15
1,1,0,0,-712,4,3,0,-2,2,-2.3999999999999986,14.700000000000045,0,0,-30
0,0,1,1,-1101,-5,-9,0,-4,2,0.3999999999999986,-130.5,-0.8000000000000007,2,19
1,1,1,0,3496,8,13,0,7,3,4.100000000000001,515.0999999999999,1,1,16
0,0,0,0,2614,5,2,0,5,0,2.8999999999999986,194.5,0.7999999999999998,0,16
0,1,-1,0,2300,7,5,1,-2,-1,0.1999999999999993,389.9000000000001,0.5999999999999996,-1,-14
1,1,-1,0,-248,-1,2,0,-32,2,4.800000000000001,100.79999999999995,-0.40000000000000036,-1,-2
0,1,1,0,3990,10,8,0,1,1,4.199999999999999,428.89999999999986,0.5999999999999996,1,10
0,0,0,0,-1361,0,1,0,4,4,-0.6000000000000014,-46.700000000000045,-0.40000000000000036,0,-9
0,0,-1,0,-1786,-2,-2,0,71,-2,-5.199999999999999,-260.9000000000001,-0.5999999999999996,-1,-11
1,1,0,0,1105,5,10,0,2,2,0.10000000000000142,247.70000000000005,0,0,5
0,0,-1,0,-2383,-5,-11,0,-31,-1,-0.6000000000000014,-218.70000000000005,-0.20000000000000018,-1,-18
1,1,1,1,2284,4,2,0,3,-2,0.40000000000000213,240.5999999999999,0.6000000000000005,2,24
1,1,0,0,2270,3,3,0,-1,0,-0.5999999999999979,186.29999999999995,0.6000000000000005,0,-5
0,0,-1,0,-396,0,-2,0,-2,0,2.6000000000000014,13.400000000000091,0,-1,-11
1,1,-1,0,-182,0,4,0,25,0,2.3999999999999986,105.60000000000014,-0.20000000000000018,-1,14
0,0,-1,0,267,0,-2,0,11,0,0,-16.799999999999955,0,-1,-7
0,1,0,-1,-678,1,-4,0,-57,4,-2.3000000000000007,51.100000000000136,0,-1,18
0,0,0,-1,-1656,-6,-4,0,-6,-2,-4.100000000000001,-321.5,-0.6000000000000005,-1,21
1,0,1,1,2471,2,0,0,-37,-2,-0.3999999999999986,106.40000000000009,0.6000000000000005,2,20
1,1,1,0,2145,2,0,0,-3,1,4.599999999999998,171.29999999999995,0.7999999999999998,1,0
1,1,1,0,1668,5,8,0,-3,3,-0.09999999999999787,224.70000000000005,0.39999999999999947,1,10
0,0,0,0,143,-5,-6,0,4,-1,3.1000000000000014,-97.70000000000005,0.20000000000000018,0,6
1,0,-1,1,395,-1,-6,0,-3,3,4.199999999999999,16.600000000000136,0,0,12
1,0,1,0,708,2,3,0,-2,6,0.7000000000000028,101.90000000000009,0.40000000000000036,1,9
1,1,1,1,1191,4,6,0,-24,0,1.5,268.39999999999986,0.20000000000000018,2,22
1,1,1,-1,2237,2,3,0,23,0,3.6999999999999993,169.79999999999995,0.20000000000000018,0,-2
0,1,-1,0,-244,-1,-2,0,1,1,2,-9.199999999999818,0,-1,-13
1,1,1,0,990,4,0,0,2,1,1.8000000000000007,198.20000000000005,0,1,-8
0,0,1,0,-1116,0,-1,0,4,-2,-3,-95.10000000000014,-0.40000000000000036,1,-11
1,1,1,-1,1325,6,11,0,-22,3,-1,305.79999999999995,0.40000000000000036,0,-15
0,1,1,-1,-155,-2,1,0,10,-1,-0.1999999999999993,-7.800000000000182,-0.40000000000000036,0,19
1,1,-1,0,766,6,7,0,4,2,0.5,141.10000000000014,0,-1,-21
0,0,0,-1,-1635,-1,2,0,0,-1,-1.0999999999999979,-39.399999999999864,-0.20000000000000018,-1,-24
1,0,1,0,-1499,-3,0,0,48,-15,0.5,-109,0,1,-5
0,1,-1,1,-2193,1,4,0,-3,0,-4.199999999999999,-115.19999999999982,-0.5999999999999996,0,-12
1,1,1,-1,1084,5,7,0,1,3,1,184.70000000000005,-0.20000000000000018,0,1
0,0,0,-1,-2999,-9,-7,0,-2,0,-0.6999999999999993,-396.60000000000014,-0.39999999999999947,-1,-7
1,1,1,0,4512,12,9,1,-1,1,8,690.7,1,1,2
0,0,1,1,-454,1,8,0,0,-3,-3.400000000000002,-146.4000000000001,-0.20000000000000018,2,-1
1,1,1,1,2223,4,5,1,3,3,3.8000000000000007,399.89999999999986,0.40000000000000036,2,14
0,0,-1,0,-936,-1,-1,0,-42,2,2.700000000000003,4.099999999999909,0,-1,-28
1,1,1,0,-1115,3,3,0,-25,1,-4.099999999999998,-25.90000000000009,-0.40000000000000036,1,1
1,1,1,0,283,3,2,0,-3,-1,-3.099999999999998,114.20000000000005,0,1,11
0,0,0,-1,-2335,-6,-7,-1,-1,3,-7.200000000000003,-489.10000000000014,-0.20000000000000018,-1,24
1,0,-1,0,-341,0,2,0,-8,-1,-1.5,6,-0.39999999999999947,-1,-15
0,0,0,1,2120,2,3,1,22,0,1.1000000000000014,232.30000000000018,0.40000000000000036,1,4
1,0,-1,0,-3673,-5,-5,0,-5,1,-5.799999999999997,-457.79999999999995,-1,-1,-47
0,1,-1,0,170,-2,-4,0,17,3,-3.5,4.400000000000091,0.20000000000000018,-1,28
0,0,1,-1,-2818,-8,-12,-2,-1,1,-0.5,-486.4000000000001,-0.6000000000000005,0,7
1,1,1,0,995,7,8,0,0,-2,0.5,350.4000000000001,0.20000000000000018,1,4
0,0,-1,1,-943,-2,-2,0,-2,-3,-0.09999999999999787,-253.9000000000001,-0.20000000000000018,0,0
1,0,-1,-1,-1982,-1,-1,0,-1,-2,1.7000000000000028,-34.100000000000136,-0.20000000000000018,-2,-9
0,1,-1,0,-775,0,7,0,2,1,0.1999999999999993,24.700000000000045,-0.1999999999999993,-1,-12
0,0,1,-1,-2220,-5,0,0,16,-1,-2.6999999999999993,-345.0999999999999,-0.5999999999999996,0,-9
0,1,-1,-1,-284,4,4,0,-75,4,-1.3000000000000007,225.0999999999999,0,-2,-7
1,1,1,-1,-1232,2,1,1,0,1,0.10000000000000142,183,-0.20000000000000018,0,-8
1,1,1,0,2948,7,12,0,42,1,0.10000000000000142,391.29999999999995,1,1,-8
1,1,1,1,-1325,-1,-4,0,0,-2,-8.200000000000001,-267.5,-0.40000000000000036,2,5
0,0,-1,-1,-4665,-5,-3,0,15,17,-7.199999999999999,-452.9000000000001,-1.2000000000000002,-2,-25
0,1,1,0,-3624,-7,-10,0,-4,1,-5.199999999999999,-466.29999999999995,-0.7999999999999998,1,6
0,1,1,0,-1817,0,5,0,-22,-1,-0.3000000000000007,-21.100000000000136,-0.40000000000000036,1,-18
0,1,-1,0,-1852,-2,3,0,32,3,-3.6000000000000014,-156.5999999999999,-0.20000000000000018,-1,-9
1,1,1,0,-1383,2,8,0,1,0,-0.29999999999999716,55.700000000000045,-0.6000000000000005,1,-14
1,1,-1,1,2685,1,-3,0,-7,0,2.5,86.5,0.40000000000000036,0,11
0,1,0,0,-2729,-4,-9,0,-2,-2,-2.799999999999997,-338.60000000000014,0,0,9
0,1,0,1,-1122,2,4,0,2,-1,-4.400000000000002,-1.8999999999998636,0,1,-15
0,0,0,-1,412,2,4,0,0,0,-4.799999999999997,10.299999999999955,0,-1,10
0,0,0,0,-4081,-10,-10,0,-22,11,-6.600000000000001,-605,-1,0,-7
1,1,1,1,8348,5,1,3,-1,0,10,877.5999999999999,2,2,50
0,1,-1,1,-1591,-4,-8,0,1,-2,0.1999999999999993,-225,-0.40000000000000036,0,4
0,1,-1,0,-626,0,1,0,2,3,0.8000000000000007,-21.100000000000136,-0.20000000000000018,-1,-19
0,0,-1,0,-1683,-6,-1,0,-2,3,-3,-359,-0.40000000000000036,-1,-5
0,1,-1,0,-1215,-6,-12,0,2,-3,3.3999999999999986,-215,-0.20000000000000018,-1,-10
0,1,1,0,1110,4,4,0,26,0,-0.5,169.70000000000005,0.6000000000000005,1,-8
1,0,1,0,2871,7,13,0,0,3,8.299999999999997,462,0.8000000000000007,1,-5
0,1,-1,0,-4505,-10,-16,0,-38,0,-0.6999999999999993,-488.20000000000005,-1.2000000000000002,-1,-37
0,0,0,-1,688,0,-1,0,0,1,2.6999999999999993,101.39999999999986,0.20000000000000018,-1,-7
1,1,1,-1,-609,1,1,0,-20,-1,-0.10000000000000142,113.70000000000005,0,0,-4
1,1,1,0,2490,8,9,0,2,-2,3.5,395.0999999999999,0.40000000000000036,1,-4
0,0,-1,0,-2114,-1,0,0,-4,1,-2.5,-85.89999999999986,-0.6000000000000005,-1,-14
0,0,-1,0,612,-4,-6,0,1,-2,0.5999999999999979,-96.19999999999982,0.40000000000000036,-1,16
0,0,-1,0,-716,-3,-7,0,-6,2,1.5,-153.5,0,-1,-8
1,1,-1,1,2592,2,4,0,-4,3,2.5,257.70000000000005,0.40000000000000036,0,22
0,1,0,0,-1236,-2,-6,0,4,-5,1.3000000000000007,-105.5,-0.40000000000000036,0,-14
1,1,1,0,-1212,3,3,0,2,2,-0.3999999999999986,78.89999999999986,0,1,-25
1,0,1,0,-202,-3,2,0,2,-1,-1.5,-81.20000000000005,-0.20000000000000018,1,10
1,1,1,0,1289,1,-4,0,3,0,1.8999999999999986,73.80000000000018,0.40000000000000036,1,28
0,0,-1,0,-453,-3,-6,0,25,1,-3.599999999999998,-165.5999999999999,0.20000000000000018,-1,13
0,1,-1,0,-2019,-1,1,0,-27,2,-2.099999999999998,-175.9000000000001,-0.40000000000000036,-1,-21
0,0,-1,0,333,-2,-1,0,-5,5,-3.700000000000003,-125.70000000000005,-0.20000000000000018,-1,24
0,0,0,-1,-613,-5,-5,0,-4,-2,3.5,-182.4000000000001,-0.20000000000000018,-1,-7
0,1,1,0,-453,0,4,0,-1,0,1.1999999999999993,25.299999999999955,0,1,-8
0,0,-1,0,-648,-4,-6,0,-1,-1,-2.900000000000002,-143.10000000000014,0.20000000000000018,-1,9
1,1,1,1,-204,3,2,0,3,0,2.6000000000000014,69.29999999999995,0,2,-7
0,0,1,-1,562,-2,-6,-1,1,-2,3.3999999999999986,-163.20000000000005,0.20000000000000018,0,22
1,1,0,0,-1063,-1,0,0,-3,0,-1.5,-9.599999999999909,-0.20000000000000018,0,16
1,0,-1,1,-346,-3,-2,0,-7,-1,-3.900000000000002,-147.60000000000014,0,0,15
0,0,-1,1,-2269,-5,-10,1,-54,-3,-0.3999999999999986,-85.59999999999991,-0.6000000000000005,0,10
0,0,1,0,-1808,-2,2,0,0,4,-3.700000000000003,-155.60000000000014,-0.40000000000000036,1,8
1,0,0,0,1699,2,5,0,1,-1,0.6999999999999993,232.30000000000018,0.40000000000000036,0,15
0,1,-1,0,1605,3,4,0,20,-1,-0.6999999999999993,148.5999999999999,0.40000000000000036,-1,5
1,1,0,1,2662,6,4,0,2,1,4.5,375.5,0.6000000000000005,1,-3
1,1,1,0,2127,8,12,0,0,2,3.099999999999998,480.0999999999999,0.40000000000000036,1,-22
1,0,-1,0,3434,2,-2,0,-2,-1,6.399999999999999,166.70000000000005,1,-1,25
1,1,1,-1,2051,9,8,0,-1,3,5.300000000000001,494.70000000000005,0.6000000000000005,0,-6
0,1,1,1,843,1,-1,0,-2,-1,2.299999999999997,-21.09999999999991,0,2,6
0,0,-1,0,439,3,0,0,65,1,-2,102.5,0.20000000000000018,-1,0
0,0,-1,-1,-2650,-8,-6,0,3,3,-7.199999999999999,-474.29999999999995,-1,-2,-13
1,1,-1,-1,1652,2,1,0,-45,-1,1.2999999999999972,177.5,0.20000000000000018,-2,-8
1,0,1,0,2404,2,-1,0,24,2,2.6000000000000014,140.20000000000005,0.6000000000000005,1,13
1,0,1,0,197,3,7,0,-20,-2,-0.8000000000000007,119.79999999999995,0,1,-18
1,0,1,1,1291,4,3,0,1,3,0.6999999999999993,219.9000000000001,0,2,16
0,1,-1,0,-1305,-3,-6,0,-6,-4,1.3999999999999986,-140.70000000000005,-0.40000000000000036,-1,-4
1,1,-1,-1,-57,1,-3,0,0,-1,1.5999999999999979,19,-0.20000000000000018,-2,-19
1,1,1,0,4895,11,11,1,-2,2,11.1,741.3,1.6000000000000005,1,-3
0,1,0,0,872,1,-1,0,-8,-2,-0.20000000000000284,68.79999999999995,0.20000000000000018,0,13
0,1,-1,1,185,3,4,0,4,-3,-2.5,66.40000000000009,0.20000000000000018,0,-20
1,1,1,0,-1174,-3,-4,0,3,-1,3.599999999999998,-166.29999999999995,-0.20000000000000018,1,-3
0,0,-1,0,-1709,-7,-6,0,0,-1,-0.3000000000000007,-280.3000000000002,-0.20000000000000018,-1,19
0,0,-1,0,-2465,-3,-6,0,-3,-2,-5.900000000000002,-323.79999999999995,-0.7999999999999998,-1,-9
1,1,-1,1,1391,5,4,0,-29,0,0.40000000000000213,280.5999999999999,0.40000000000000036,0,-3
1,1,0,1,13,6,6,0,3,-2,-4.899999999999999,134.20000000000005,-0.40000000000000036,1,11
1,1,1,0,2033,2,1,0,-3,4,1.5,229.5999999999999,0.6000000000000005,1,29
1,1,1,0,376,4,12,0,-2,-1,1.4000000000000021,228.69999999999982,-0.20000000000000018,1,-5
1,1,1,0,2755,6,8,0,5,0,0.9000000000000021,282.0999999999999,0.40000000000000036,1,2
0,0,1,0,238,-1,-2,0,22,0,1.3999999999999986,3.900000000000091,0,1,19
1,1,-1,0,269,5,6,0,-22,0,2.3000000000000007,113.19999999999982,0,-1,-15
0,0,1,0,37,-3,-4,0,-1,2,1.3999999999999986,-31.200000000000045,0,1,4
1,0,0,0,3250,6,0,0,5,1,-0.1999999999999993,286.20000000000005,0.40000000000000036,0,7
1,0,-1,-1,313,-1,-1,0,-2,-3,-3.299999999999997,-144.9000000000001,0,-2,3
1,1,0,0,1365,4,9,0,6,0,1.7999999999999972,201,0.40000000000000036,0,-14
0,0,-1,0,-1667,1,-2,0,1,1,0.8999999999999986,-107.10000000000014,-0.40000000000000036,-1,-30
1,0,1,0,413,0,1,0,0,-2,1.8000000000000007,126.20000000000005,0,1,3
1,0,1,-1,-881,-3,-4,0,-2,2,-2.1999999999999993,-176.10000000000014,-0.40000000000000036,0,14
1,0,-1,-1,138,-3,0,0,-4,0,-0.5999999999999979,-42,0.20000000000000018,-2,13
0,0,0,0,-1387,-7,-8,0,1,-1,-2,-392.5999999999999,0,0,0
0,0,1,0,-1340,-2,4,0,1,-2,-3.299999999999997,-185.9000000000001,-0.6000000000000005,1,-15
1,0,0,0,2754,5,6,0,1,2,-5.199999999999999,125.5,0.7999999999999998,0,35
0,0,-1,0,-4379,-8,-15,-1,-3,0,-6.200000000000003,-728.5,-1.1999999999999993,-1,-12
1,1,-1,-1,-52,2,2,0,0,1,1.2000000000000028,87.29999999999995,-0.20000000000000018,-2,-12
0,1,-1,0,-1073,-2,-2,0,27,-12,-0.3000000000000007,-52,-0.20000000000000018,-1,-9
0,1,-1,0,-571,-2,-2,0,-1,2,-1.3000000000000007,-102.39999999999986,-0.40000000000000036,-1,12
0,1,0,1,363,2,0,0,-1,-1,-0.29999999999999716,82.20000000000005,0.40000000000000036,1,18
0,0,0,-1,-1808,-3,0,0,29,1,-0.5,-136.9000000000001,-0.40000000000000036,-1,-7
0,0,-1,0,-3710,-9,-6,0,-5,3,-1.9000000000000021,-281.79999999999995,-1,-1,-20
1,0,-1,1,255,-1,2,0,-5,-2,3.6000000000000014,245.70000000000005,-0.20000000000000018,0,2
0,0,-1,-1,-2381,-5,-6,0,-73,2,-1,-215.29999999999995,-0.6000000000000005,-2,-8
0,0,1,0,845,2,-2,0,1,-1,-0.3999999999999986,0,0.20000000000000018,1,-1
0,1,0,0,-1461,-4,-4,0,19,-4,-1.1999999999999993,-163.20000000000005,-0.20000000000000018,0,8
1,0,1,-1,-813,0,6,-1,1,3,-1,-73.20000000000005,-0.20000000000000018,0,14
1,1,1,1,1219,3,15,0,2,2,1.5,212.29999999999995,0.20000000000000018,2,-19
1,1,1,1,2028,5,1,0,2,1,3.8999999999999986,275.5999999999999,0.20000000000000018,2,-7
1,1,0,1,-736,3,3,0,46,0,0.3000000000000007,117.89999999999986,-0.40000000000000036,1,-4
1,1,0,0,-1082,1,4,0,15,-2,-5.699999999999999,-90.20000000000005,-0.40000000000000036,0,-10
0,1,1,0,398,1,-1,0,-2,3,0.10000000000000142,22.90000000000009,0,1,-4
1,1,1,0,-290,1,2,0,0,-1,-1.5999999999999979,-66.59999999999991,-0.6000000000000005,1,-10
0,0,0,-1,-2054,-2,-6,0,-3,2,-2.8999999999999986,-153.5,-0.40000000000000036,-1,-16
1,1,1,0,3954,10,17,0,3,-4,0.10000000000000142,406.9000000000001,1,1,14
1,0,1,0,-1035,-5,-4,0,-7,-2,-2.599999999999998,-180,-0.5999999999999996,1,-3
0,0,1,0,-667,2,6,0,0,0,-3.8999999999999986,-38.30000000000018,-0.39999999999999947,1,-23
0,0,0,0,-473,1,1,0,-2,1,-3.8000000000000007,-148.70000000000005,-0.20000000000000018,0,-11
0,0,-1,-1,-776,-2,2,0,-13,2,-0.1999999999999993,-1.3999999999998636,-0.20000000000000018,-2,5
0,0,-1,-1,-3519,-5,-5,-1,-3,-4,-4.700000000000003,-456.20000000000005,-0.7999999999999998,-2,-20
1,1,0,0,779,2,3,0,5,1,-1.0999999999999979,119.19999999999982,0.20000000000000018,0,4
0,0,0,0,-4426,-8,-5,-1,-4,1,-4.900000000000002,-491.70000000000005,-1.2000000000000002,0,0
1,1,0,0,3633,10,8,0,3,0,4.100000000000001,504.0999999999999,0.8000000000000007,0,-5
1,0,1,0,2066,3,4,0,-25,-2,1.6999999999999993,178.29999999999995,0.40000000000000036,1,4
0,0,-1,0,-2239,-1,3,0,2,-1,-6,-140,-0.40000000000000036,-1,-4
1,1,1,-1,345,2,4,0,-53,-1,4.5,199.5,-0.20000000000000018,0,-6
0,0,0,1,892,3,3,0,-24,0,1.6999999999999993,190.39999999999986,0.39999999999999947,1,-5
0,1,1,0,-1300,0,-2,0,5,0,3,-61.200000000000045,-0.40000000000000036,1,-13
1,1,1,-1,1470,2,1,0,10,2,3.6000000000000014,161.89999999999986,0.40000000000000036,0,7
0,0,1,0,-1150,-1,5,0,-5,3,-2.400000000000002,-142.29999999999995,-0.40000000000000036,1,-9
1,1,-1,0,-1138,2,2,0,41,1,-1.6000000000000014,90.09999999999991,-0.20000000000000018,-1,0
0,1,-1,1,-1871,-6,-7,0,-30,2,2,-230.20000000000005,-0.20000000000000018,0,0
1,0,-1,0,-1429,-2,3,-1,-6,1,-0.8999999999999986,-182.9000000000001,0,-1,-11
1,1,-1,0,-1142,-3,-15,0,0,0,-0.3000000000000007,-151.4000000000001,-0.20000000000000018,-1,16
0,1,1,0,-896,-2,1,0,22,1,-0.8999999999999986,-50.299999999999955,0.20000000000000018,1,15
1,1,0,0,-152,1,3,0,24,-2,-0.8999999999999986,-4.300000000000182,0,0,-15
0,1,0,1,1828,7,5,0,-62,1,1,235.89999999999986,0.40000000000000036,1,-15
0,0,-1,0,-3444,-9,-5,0,33,-3,-1.8999999999999986,-413.5999999999999,-1,-1,-13
1,0,1,0,2052,1,2,0,37,1,4,93.79999999999995,1,1,2
1,1,-1,-1,601,-2,2,0,2,0,2.3000000000000007,32.899999999999864,0.20000000000000018,-2,-1
1,1,0,1,2101,5,2,0,-4,2,0.6000000000000014,215.60000000000014,0.5999999999999996,1,10
1,1,0,0,290,2,-1,0,9,0,1.6999999999999993,79.59999999999991,0.20000000000000018,0,-24
0,0,-1,-1,-2297,-5,0,0,-4,1,-2.5,-324.10000000000014,-0.39999999999999947,-2,-20
1,0,1,1,-582,-4,-7,0,2,-2,0.3000000000000007,-211.19999999999982,0,2,20
0,0,0,0,-1069,-3,-4,0,5,-4,-0.8999999999999986,-177,-0.20000000000000018,0,-1
1,1,1,0,727,3,10,0,-2,1,-2.5,155.39999999999986,0.40000000000000036,1,6
0,1,-1,0,-255,0,4,0,22,4,1,50.5,-0.20000000000000018,-1,-25
1,1,1,0,2181,5,5,0,19,5,-0.20000000000000284,241.29999999999995,0.6000000000000005,1,0
0,1,1,1,239,1,-3,0,-44,3,-2.3000000000000007,79.90000000000009,0.20000000000000018,2,-1
0,0,-1,0,577,-1,-2,0,28,2,-2.8999999999999986,-27.90000000000009,-0.20000000000000018,-1,6
1,1,1,0,2240,3,1,0,-3,0,6.5,252.0999999999999,0.40000000000000036,1,-3
1,1,0,0,1675,8,5,0,0,0,0.5,281.79999999999995,0.20000000000000018,0,-12
1,1,-1,0,1844,4,9,0,-4,3,-2.099999999999998,202.79999999999995,0.20000000000000018,-1,9
1,0,-1,1,-243,2,2,0,-6,3,1.8000000000000007,124.79999999999995,0,0,-9
1,0,-1,0,690,2,2,0,1,-1,-1.6000000000000014,45.700000000000045,0.20000000000000018,-1,-1
1,1,1,1,4032,6,5,1,18,2,0.6999999999999993,386.5,0.7999999999999998,2,12
0,0,-1,-1,-798,-2,1,0,-8,1,-1,35.5,-0.20000000000000018,-2,-9
1,0,0,-1,460,2,2,0,2,-2,6.200000000000003,202.5999999999999,0,-1,-13
1,1,1,0,-1174,0,1,0,123,0,-3,-39.40000000000009,-0.40000000000000036,1,5
1,0,0,0,1014,3,9,0,2,0,2.900000000000002,189.70000000000005,0.20000000000000018,0,31
0,1,-1,-1,-939,0,-3,0,2,0,0.1999999999999993,-89.79999999999995,-0.40000000000000036,-2,-8
0,1,-1,1,-1460,-5,-5,0,-3,4,-3.700000000000003,-343.9000000000001,0,0,16
1,1,0,0,1261,2,-1,0,14,-3,2.700000000000003,189.20000000000005,0.20000000000000018,0,21
0,0,0,0,-2478,-10,-13,0,4,-3,-3.3999999999999986,-422.5,-0.7999999999999998,0,20
0,0,-1,-1,-2636,-5,-4,0,1,-4,-5,-361.3000000000002,-0.5999999999999996,-2,-8
1,1,1,1,2330,4,7,0,-5,0,-1,163,0.40000000000000036,2,0
0,0,-1,0,-1447,-7,-15,0,153,-6,5.300000000000001,-253.9000000000001,-0.40000000000000036,-1,-18
1,1,0,0,2937,3,2,0,24,1,2.3000000000000007,209.4000000000001,0.5999999999999996,0,17
0,1,0,0,-530,0,0,0,-2,-2,2.1000000000000014,114.89999999999986,0,0,2
0,0,-1,0,-868,-1,0,0,6,-2,-1.7999999999999972,-33.90000000000009,-0.20000000000000018,-1,5
1,0,1,0,2600,2,2,0,-1,0,3.799999999999997,240,0.40000000000000036,1,8
0,0,0,0,-148,-2,-3,0,-1,1,0.10000000000000142,-64.59999999999991,0,0,3
1,0,-1,-1,529,-2,-4,0,-24,3,3,-7.199999999999818,0.20000000000000018,-2,-14
0,0,0,0,239,2,6,0,-31,2,0.3000000000000007,-6.400000000000091,0.20000000000000018,0,-4
1,0,-1,1,1098,0,-4,1,1,-7,-1.3999999999999986,86.20000000000005,0.40000000000000036,0,9
1,0,0,-1,1421,3,3,0,-22,1,2.5,151.4000000000001,0,-1,-12
1,1,0,-1,1543,6,7,0,5,-3,1.1000000000000014,258.8000000000002,0.20000000000000018,-1,-12
0,0,1,0,202,1,5,0,3,0,-4.199999999999999,1.400000000000091,-0.20000000000000018,1,0
1,1,-1,1,4990,7,6,0,22,2,2,535.8999999999999,0.7999999999999998,0,40
0,1,-1,1,322,-1,-7,0,-4,2,0.3999999999999986,-72.70000000000005,0,0,18
1,1,0,0,618,2,-2,0,1,3,2,106.79999999999995,0,0,-8
0,0,1,0,-693,-3,-5,0,0,2,3.099999999999998,-157.0999999999999,-0.20000000000000018,1,-6
0,0,0,0,-2950,-7,-6,0,55,-4,-2.3000000000000007,-355.5999999999999,-0.40000000000000036,0,6
1,0,1,0,-55,2,2,0,0,0,-4,39.399999999999864,0,1,14
0,0,-1,0,-5889,-5,-5,0,-2,2,-6.699999999999999,-535.5,-1.2000000000000002,-1,-48
1,1,1,0,972,-1,-6,0,-1,1,1.4000000000000021,14.5,0.40000000000000036,1,20
1,1,1,0,3549,9,8,0,1,0,2.299999999999997,535.0999999999999,0.7999999999999998,1,-10
1,1,1,1,2742,5,6,0,5,-2,5.300000000000001,375,0.5999999999999996,2,27
0,1,-1,0,-912,2,11,0,39,-1,-1.3000000000000007,26.59999999999991,-0.1999999999999993,-1,21
1,1,1,0,3392,9,4,0,0,-1,3.5,409.10000000000014,0.7999999999999998,1,20
1,0,1,-1,100,0,3,0,1,1,-2.1999999999999993,47.59999999999991,0.20000000000000018,0,12
1,0,1,-1,1665,0,-4,0,1,0,-0.5,25.700000000000045,0.20000000000000018,0,4
1,1,-1,1,3583,3,3,2,0,7,9.200000000000001,528.5999999999999,1,0,8
0,0,-1,1,903,-2,-2,0,2,1,2.6999999999999993,-28,0.40000000000000036,0,-12
1,1,-1,0,1496,2,4,0,26,1,2.1999999999999993,174.79999999999995,0,-1,14
1,1,1,-1,-1327,1,-1,0,0,0,-8.7,-114.90000000000009,-0.20000000000000018,0,0
0,1,-1,0,-1410,-2,1,0,3,-4,-0.09999999999999787,-96.09999999999991,-0.20000000000000018,-1,-28
1,1,1,-1,1159,0,3,0,3,-1,1.8999999999999986,107,0.40000000000000036,0,-6
1,1,1,1,2903,3,-2,2,25,-13,4.399999999999999,372.5,0.6000000000000005,2,16
1,1,-1,0,106,2,0,0,25,2,-0.3999999999999986,32.40000000000009,0,-1,-19
1,0,-1,0,426,0,4,0,1,3,0.6999999999999993,46.40000000000009,0,-1,-4
1,0,1,0,185,0,-6,0,69,2,0.40000000000000213,-41.799999999999955,0.1999999999999993,1,-9
0,0,-1,0,-1039,-5,-6,0,3,0,2,-155.70000000000005,-0.40000000000000036,-1,0
1,1,1,0,495,3,2,0,2,1,-0.5,157.79999999999995,0,1,8
1,0,1,0,935,1,2,0,-2,-1,3,175.29999999999995,0.40000000000000036,1,24
0,0,0,0,-1208,-2,2,0,-1,1,-2.3999999999999986,-24.5,0,0,-3
0,1,0,-1,542,1,0,0,-25,0,1.8000000000000007,107.39999999999986,0,-1,2
0,0,1,0,-3537,-7,-3,0,-23,-2,-7.800000000000001,-441.29999999999995,-0.6000000000000005,1,5
0,1,-1,0,-4350,-4,-3,0,59,1,-6.6,-317.29999999999995,-1.2000000000000002,-1,-17
0,0,0,0,933,-1,-2,0,-3,-1,-1.5999999999999979,-125.29999999999995,0.40000000000000036,0,-2
1,0,-1,0,1934,4,8,0,1,0,1.8000000000000007,246,0.40000000000000036,-1,-8
1,0,1,1,451,-2,-2,0,2,1,3.5,-30,0,2,-7
1,0,0,0,1870,2,2,0,6,-1,0.1999999999999993,184,0.20000000000000018,0,13
0,0,-1,0,-1730,-7,-9,0,2,-1,-1.3000000000000007,-355.29999999999995,-0.40000000000000036,-1,0
0,1,0,0,-3610,-9,-18,-1,-6,2,3,-516.2,-0.7999999999999998,0,2
1,1,-1,1,2058,6,11,0,-1,-1,-1,341,0.7999999999999998,0,16
1,1,0,0,1995,6,6,0,-4,1,-3.599999999999998,301.79999999999995,0.40000000000000036,0,9
1,0,-1,0,2524,0,-3,0,-5,0,3,175.89999999999986,0.6000000000000005,-1,25
1,1,0,1,202,2,6,0,-13,-2,0.6999999999999993,149.29999999999995,0.20000000000000018,1,-7
1,1,1,-1,-1734,0,2,0,-19,-1,-4.800000000000001,-86.20000000000005,-0.20000000000000018,0,-11
1,0,1,1,2756,5,7,0,41,4,3.3000000000000007,367.29999999999995,0.6000000000000005,2,0
1,1,0,0,542,3,0,0,5,-2,-1.1999999999999993,93.20000000000005,-0.20000000000000018,0,5
0,0,1,0,-1045,1,2,0,1,0,-3.1000000000000014,-28.700000000000045,0,1,0
1,1,0,0,-316,2,0,0,-20,-1,2.3000000000000007,214.5,0.20000000000000018,0,4
0,1,-1,0,-4005,-4,-2,0,9,-5,-5.399999999999999,-396,-1,-1,-21
